name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Osmanabad,2000-10-01,91.5,79.4,85.8,92.9,79.4,88.2,68.5,59.4,0,0,0,,,,,2.2,91.6,1006.9,38,5.5,,,,,2000-10-01T06:16:12,2000-10-01T18:14:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-02,90.2,78.2,84.1,89,78.2,83.7,61.5,49.6,0,0,0,,,,,2.2,93.3,1007.6,33.3,5,,,,,2000-10-02T06:16:24,2000-10-02T18:13:38,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-03,89.9,77.1,83.8,94.3,77.1,85.4,66.4,57.9,0,0,0,,,,,2.2,131,1007.5,51.3,4.4,,,,,2000-10-03T06:16:35,2000-10-03T18:12:49,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-04,90.8,75.8,83.5,92.4,75.8,85.4,69.1,64.4,0,0,0,,,,,2.2,81.4,1007,51.3,4.4,,,,,2000-10-04T06:16:47,2000-10-04T18:12:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-05,92,77.6,84.8,94.3,77.6,87.4,70.1,64.3,0.107,100,8.33,rain,,,,4.7,119.4,1007.3,55.7,4.6,,,,,2000-10-05T06:16:59,2000-10-05T18:11:11,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,43117099999
Osmanabad,2000-10-06,86.6,79.1,81.7,92.5,79.1,85.7,75,81.1,0.158,100,8.33,rain,,,,2.2,248,1009,44,4,,,,,2000-10-06T06:17:12,2000-10-06T18:10:23,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-10-07,87.9,74,80.6,94.5,74,82.8,72.7,78.5,0.078,100,8.33,rain,,,,0,,1009.2,73.3,3.7,,,,,2000-10-07T06:17:25,2000-10-07T18:09:35,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,43117099999
Osmanabad,2000-10-08,91.5,77.1,82.8,94.6,77.1,85.1,71.9,71.8,0.117,100,12.5,rain,,,,2.2,286.2,1007.5,52.5,4.4,,,,,2000-10-08T06:17:38,2000-10-08T18:08:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-10-09,83.6,72.2,77,86.8,72.2,78.1,70.5,81.1,0.163,100,25,rain,,,,2.2,350,1007,94.3,4.1,,,,,2000-10-09T06:17:52,2000-10-09T18:08:01,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-10-10,87.2,72.2,79.7,91.5,72.2,82.5,70.5,74.7,0.14,100,20.83,rain,,,,2.2,54.6,1007.8,75,3.7,,,,,2000-10-10T06:18:05,2000-10-10T18:07:15,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-10-11,91.5,75.3,82.6,97.4,75.3,85.5,70.5,69.3,0.084,100,12.5,rain,,,,2.2,16.2,1008.2,71.3,4.4,,,,,2000-10-11T06:18:20,2000-10-11T18:06:29,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-10-12,86.6,75.3,78.7,94.6,75.3,80.2,71.4,79.5,0.48,100,8.33,rain,,,,3.4,360,1009.4,65.7,4.1,,,,,2000-10-12T06:18:35,2000-10-12T18:05:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,43117099999
Osmanabad,2000-10-13,88.1,74,78.1,91.6,74,79.2,71.1,80.4,0.776,100,20.83,rain,,,,3.4,313,1008.2,85,4.4,,,,,2000-10-13T06:18:50,2000-10-13T18:05:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,43117099999
Osmanabad,2000-10-14,90.2,73.5,78.8,94,73.5,80.4,71.8,81.4,0.173,100,20.83,rain,,,,2.2,339.1,1007.6,74.3,4.6,,,,,2000-10-14T06:19:05,2000-10-14T18:04:16,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-10-15,91.5,75.3,83.3,94.1,75.3,84.2,66.1,59.8,0.078,100,8.33,rain,,,,2.2,17.1,1007.9,57.1,4.6,,,,,2000-10-15T06:19:21,2000-10-15T18:03:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-10-16,89.7,74,79.8,87.1,74,79,61.1,59.6,0,0,0,,,,,2.2,357.8,1008.1,67.1,4.1,,,,,2000-10-16T06:19:38,2000-10-16T18:02:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-17,89.7,69.2,79.4,86.3,69.2,78.2,54.3,47.8,0,0,0,,,,,3.4,40.6,1007,67.1,4.6,,,,,2000-10-17T06:19:55,2000-10-17T18:02:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-18,89.7,69.5,80.9,92.6,69.5,83.3,66,62,0,0,0,,,,,2.2,2.8,1005.7,70,4.4,,,,,2000-10-18T06:20:12,2000-10-18T18:01:27,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-19,88.4,78.2,82.1,99,78.2,86.8,74.6,78.7,0.09,100,20.83,rain,,,,3.4,19.9,1006.3,77.1,4.1,,,,,2000-10-19T06:20:30,2000-10-19T18:00:47,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-10-20,91.5,74.9,81.6,99.9,74.9,84.5,74.3,80.9,0.777,100,16.67,rain,,,,2.2,178.5,1008.7,83.3,4.4,,,,,2000-10-20T06:20:49,2000-10-20T18:00:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-10-21,89,74,80.9,94.3,74,84.1,73.2,79.6,3.582,100,12.5,rain,,,,3.4,28.1,1008.7,51.3,4.4,,,,,2000-10-21T06:21:08,2000-10-21T17:59:28,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-10-22,93.3,75.5,83.6,92.6,75.5,83.8,64.2,59.1,0,0,0,,,,,2.2,121.3,1007.6,23.3,5,,,,,2000-10-22T06:21:27,2000-10-22T17:58:50,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-23,92,75.3,83.6,95.2,75.3,84.1,63.6,55.3,0,0,0,,,,,3.4,270.5,1007.3,17.1,4.1,,,,,2000-10-23T06:21:47,2000-10-23T17:58:13,0.85,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-10-24,93.8,76.4,84.1,92.3,76.4,84.6,65.5,57.7,0,0,0,,,,,2.2,50,1008.9,20,4.6,,,,,2000-10-24T06:22:08,2000-10-24T17:57:37,0.89,Clear,Partly cloudy throughout the day.,clear-day,43117099999
Osmanabad,2000-10-25,92.6,74,82.8,94.1,74,83.7,67.2,62.2,0,0,0,,,,,2.2,16.2,1009.7,28.8,4.4,,,,,2000-10-25T06:22:29,2000-10-25T17:57:01,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-26,93.3,74.6,83.6,90.6,74.6,82.6,58.4,47.3,0,0,0,,,,,3.4,41.6,1008.7,21.4,4.6,,,,,2000-10-26T06:22:50,2000-10-26T17:56:27,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-27,92.6,71.7,81.2,91.2,71.7,80.8,58.6,48.7,0,0,0,,,,,2.2,107.8,1008.8,26.3,3.9,,,,,2000-10-27T06:23:12,2000-10-27T17:55:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-28,92,72.2,82.5,88.3,72.2,81,53.6,41.6,0,0,0,,,,,3.4,3.5,1009.9,33.3,5,,,,,2000-10-28T06:23:35,2000-10-28T17:55:21,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-29,92,66.5,78.1,88.3,66.5,76.9,53.3,48,0,0,0,,,,,2.2,12.2,1010.8,20,4.8,,,,,2000-10-29T06:23:58,2000-10-29T17:54:50,0.06,Clear,Partly cloudy throughout the day.,clear-day,43117099999
Osmanabad,2000-10-30,89.7,66.5,78.5,89.1,66.5,78.2,59.8,55.4,0,0,0,,,,,3.4,89,1010.3,23.8,4.4,,,,,2000-10-30T06:24:22,2000-10-30T17:54:19,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-10-31,91.1,72.2,81.7,91.7,72.2,81.8,62.9,55.5,0,0,0,,,,,2.2,100.7,1008.8,32.9,4.1,,,,,2000-10-31T06:24:47,2000-10-31T17:53:50,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-01,87.2,71,79.5,85.5,71,78.9,60.5,57.7,0,0,0,,,,,2.2,47.9,1009.2,28,4.7,,,,,2000-11-01T06:25:12,2000-11-01T17:53:21,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-02,87.5,75.3,82,87.5,75.3,82.8,65.5,59.4,0.028,100,4.17,rain,,,,5.8,111.9,1010.5,48.3,5,,,,,2000-11-02T06:25:37,2000-11-02T17:52:54,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,43117099999
Osmanabad,2000-11-03,90.8,75.3,79.9,95.3,75.3,81.3,71.2,76.2,0.108,100,20.83,rain,,,,3.4,140,1012.4,74.3,4.1,,,,,2000-11-03T06:26:03,2000-11-03T17:52:27,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,43117099999
Osmanabad,2000-11-04,87.2,74.6,81.6,90.3,74.6,83.5,69.3,67.7,0.024,100,8.33,rain,,,,4.7,93.2,1013.6,31.4,4.6,,,,,2000-11-04T06:26:30,2000-11-04T17:52:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-11-05,88.4,74,80.8,91.1,74,81.8,69.2,70.6,0,0,0,,,,,2.2,148,1011.3,28,4.7,,,,,2000-11-05T06:26:57,2000-11-05T17:51:38,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-06,88.4,74.9,82.4,91.1,74.9,84.4,68.6,64.8,0.056,100,8.33,rain,,,,2.2,65,1009.2,67.1,4.6,,,,,2000-11-06T06:27:25,2000-11-06T17:51:15,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,43117099999
Osmanabad,2000-11-07,90.2,74.9,81.6,89.9,74.9,81.6,63.3,56.5,0,0,0,,,,,3.4,104.4,1010.2,51.3,4.4,,,,,2000-11-07T06:27:53,2000-11-07T17:50:54,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-08,89,73.1,79.9,86.8,73.1,79.1,56.1,46.7,0,0,0,,,,,4.7,78.3,1011,15.7,4.1,,,,,2000-11-08T06:28:22,2000-11-08T17:50:33,0.38,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-09,88.4,69.9,79.8,86.3,69.9,79.5,56.6,46.7,0,0,0,,,,,4.7,70.9,1011.3,40,4.4,,,,,2000-11-09T06:28:52,2000-11-09T17:50:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-10,84.5,68.1,75.1,83.3,68.1,75,57.2,55.2,0,0,0,,,,,3.4,75.7,1013,38.3,3.7,,,,,2000-11-10T06:29:21,2000-11-10T17:49:55,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-11,87.9,72.2,79.4,86,72.2,78.8,58.5,51,0,0,0,,,,,2.2,106.2,1012.6,40,4.6,,,,,2000-11-11T06:29:52,2000-11-11T17:49:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-12,89,69.9,78.7,87.1,69.9,78.2,57.6,50.5,0,0,0,,,,,2.2,108.9,1010.6,25,4.4,,,,,2000-11-12T06:30:23,2000-11-12T17:49:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-13,87.9,69.5,76.6,86.7,69.5,76.5,61.1,60.9,0,0,0,,,,,2.2,115,1009.5,43.3,4.4,,,,,2000-11-13T06:30:54,2000-11-13T17:49:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-14,85.4,66.3,76.9,84.2,66.3,76.9,60.6,59.1,0,0,0,,,,,2.2,127.8,1011.1,28.3,4.4,,,,,2000-11-14T06:31:26,2000-11-14T17:48:55,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-15,87.9,69.5,79.4,86.7,69.5,79.1,60.4,55.1,0,0,0,,,,,2.2,100.5,1011,25,5,,,,,2000-11-15T06:31:59,2000-11-15T17:48:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-16,87.9,73.5,79.4,86.7,73.5,79.1,58.8,50.7,0,0,0,,,,,2.2,83.4,1011.8,0,3.4,,,,,2000-11-16T06:32:31,2000-11-16T17:48:32,0.66,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-17,86.1,70.4,77.9,85.1,70.4,77.9,57.5,50.3,0,0,0,,,,,2.2,70,1011.1,18,4,,,,,2000-11-17T06:33:05,2000-11-17T17:48:23,0.69,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-18,86.6,67.7,77.3,84.7,67.7,76.7,54.9,48.8,0,0,0,,,,,2.2,76,1010.5,28.6,4.6,,,,,2000-11-18T06:33:38,2000-11-18T17:48:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-19,86.3,62.7,73.7,83.6,62.7,72.9,53.6,54.7,0,0,0,,,,,2.2,90,1010.4,40,3.7,,,,,2000-11-19T06:34:12,2000-11-19T17:48:07,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-20,89.7,69.9,78.9,87,69.9,78.3,56.9,49.4,0,0,0,,,,,2.2,90,1010.1,12,4,,,,,2000-11-20T06:34:47,2000-11-20T17:48:02,0.8,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-21,87.9,66.8,76.6,87.7,66.8,76.7,61.5,61.6,0,0,0,,,,,2.2,92.9,1009.9,28.3,3.7,,,,,2000-11-21T06:35:21,2000-11-21T17:47:57,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-22,88.4,69.2,79.6,87.8,69.2,79.7,61.1,55.8,0,0,0,,,,,2.2,74.9,1011.7,2.9,4.6,,,,,2000-11-22T06:35:56,2000-11-22T17:47:54,0.87,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-23,88.1,71.7,80.4,89.9,71.7,81.6,66.8,65,0,0,0,,,,,2.2,85.9,1013.3,26.3,4.4,,,,,2000-11-23T06:36:32,2000-11-23T17:47:53,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-24,89.7,74.6,80.5,88.6,74.6,80.3,61.3,56.8,0,0,0,,,,,2.2,74.8,1013.6,22.5,4.4,,,,,2000-11-24T06:37:07,2000-11-24T17:47:52,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-25,89.7,67.4,78.3,87,67.4,77.3,53.7,46.4,0,0,0,,,,,3.4,93.3,1012.3,18.8,3.9,,,,,2000-11-25T06:37:43,2000-11-25T17:47:53,0.98,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-26,90.2,67.4,78.2,87.7,67.4,77.6,57.4,51.6,0,0,0,,,,,2.2,92.1,1011.9,2.5,3.9,,,,,2000-11-26T06:38:19,2000-11-26T17:47:55,0,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-27,90.2,69.9,78.6,89.2,69.9,78.3,59.5,54.1,0,0,0,,,,,3.4,166.8,1011.4,11.3,3.9,,,,,2000-11-27T06:38:55,2000-11-27T17:47:58,0.04,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-11-28,89.3,69.9,78.8,87.1,69.9,78.3,57.5,50.8,0,0,0,,,,,3.4,34.1,1009.7,20,3.7,,,,,2000-11-28T06:39:32,2000-11-28T17:48:03,0.07,Clear,Partly cloudy throughout the day.,clear-day,43117099999
Osmanabad,2000-11-29,87.9,68.1,76.4,85.7,68.1,75.8,55.9,52.6,0,0,0,,,,,2.2,76.7,1009.7,48.8,4.4,,,,,2000-11-29T06:40:08,2000-11-29T17:48:09,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-11-30,88.4,63.2,75.8,86.5,63.2,75.4,56.8,54.2,0,0,0,,,,,2.2,43.9,1011,46.3,3.9,,,,,2000-11-30T06:40:45,2000-11-30T17:48:16,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,43117099999
Osmanabad,2000-12-01,86.1,72.2,77.4,85.1,72.2,77.1,61,56.9,0,0,0,,,,,4.7,55.2,1012.3,57.1,4.6,,,,,2000-12-01T06:41:22,2000-12-01T17:48:24,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-12-02,86.1,68.6,77.6,85.8,68.6,77.7,59.4,55.3,0,0,0,,,,,5.8,55.3,1013.4,50,4.4,,,,,2000-12-02T06:41:58,2000-12-02T17:48:34,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-12-03,88.4,70.1,78.6,89.3,70.1,78.7,55.4,45.2,0,0,0,,,,,3.4,53.3,1014.4,31.4,4.6,,,,,2000-12-03T06:42:35,2000-12-03T17:48:45,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-12-04,87.9,66.3,76.4,85,66.3,75.4,47.7,37.8,0,0,0,,,,,2.2,47.1,1014.1,5.7,4.1,,,,,2000-12-04T06:43:12,2000-12-04T17:48:57,0.25,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-05,88.4,59.1,73.3,84.9,59.1,72.3,44.1,37.6,0,0,0,,,,,3.4,117.4,1013.5,2.5,3.9,,,,,2000-12-05T06:43:48,2000-12-05T17:49:10,0.3,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-06,86.6,59.1,72.5,83.4,59.1,71.9,44.4,39.3,0,0,0,,,,,2.2,83.4,1014.2,11.7,3.7,,,,,2000-12-06T06:44:25,2000-12-06T17:49:24,0.33,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-07,81.2,60.5,67.8,80.1,60.5,67.6,46.5,47.7,0,0,0,,,,,3.4,90,1014.9,2,4.7,,,,,2000-12-07T06:45:01,2000-12-07T17:49:40,0.37,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-08,88.4,66.3,76.6,86.5,66.3,75.7,46.7,36.6,0,0,0,,,,,4.7,78.3,1013.5,1.4,4.6,,,,,2000-12-08T06:45:37,2000-12-08T17:49:57,0.4,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-09,85.4,60.9,73.5,82.7,60.9,72.7,46.4,40.8,0,0,0,,,,,3.4,90.8,1013.2,24.3,4.6,,,,,2000-12-09T06:46:13,2000-12-09T17:50:14,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43117099999
Osmanabad,2000-12-10,85.7,63.8,73.3,83.3,63.8,72.7,48.9,43.5,0,0,0,,,,,3.4,138.8,1013.9,0,3.9,,,,,2000-12-10T06:46:49,2000-12-10T17:50:33,0.46,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-11,83.9,60.9,70.1,82.2,60.9,69.8,52.5,55.3,0,0,0,,,,,2.2,108.5,1014.8,0,4.4,,,,,2000-12-11T06:47:24,2000-12-11T17:50:53,0.5,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-12,86.3,68.3,77.2,84.6,68.3,76.9,57.5,52.8,0,0,0,,,,,2.2,154.1,1013.9,8.3,5,,,,,2000-12-12T06:47:59,2000-12-12T17:51:14,0.53,Clear,Clear conditions throughout the day.,clear-day,43117099999
Osmanabad,2000-12-13,86.6,62,70.9,85.2,62,70.7,53.9,56.3,0,0,0,,,,,4.7,63.8,1013.6,5,3.1,,,,,2000-12-13T06:48:34,2000-12-13T17:51:37,0.57,Clear,Clear conditions throughout the day.,clear-day,43117099999
